accession	genbank_accession_rev	strain	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	reverse	authors	institution
KC297252	KC297252.1	KC297252	2010-XX-XX	Asia	China			Homo sapiens	2013-10-02		Cui et al		Cui,G., Zhu,R., Qian,Y., Deng,J., Zhao,L., Sun,Y., Wang,F.	
KC297253	KC297253.1	KC297253	2010-XX-XX	Asia	China			Homo sapiens	2013-10-02		Cui et al		Cui,G., Zhu,R., Qian,Y., Deng,J., Zhao,L., Sun,Y., Wang,F.	
KC297254	KC297254.1	KC297254	2010-XX-XX	Asia	China			Homo sapiens	2013-10-02		Cui et al		Cui,G., Zhu,R., Qian,Y., Deng,J., Zhao,L., Sun,Y., Wang,F.	
KC297255	KC297255.1	KC297255	2010-XX-XX	Asia	China			Homo sapiens	2013-10-02		Cui et al		Cui,G., Zhu,R., Qian,Y., Deng,J., Zhao,L., Sun,Y., Wang,F.	
KC297256	KC297256.1	KC297256	2010-XX-XX	Asia	China			Homo sapiens	2013-10-02		Cui et al		Cui,G., Zhu,R., Qian,Y., Deng,J., Zhao,L., Sun,Y., Wang,F.	
KC297257	KC297257.1	KC297257	2010-XX-XX	Asia	China			Homo sapiens	2013-10-02		Cui et al		Cui,G., Zhu,R., Qian,Y., Deng,J., Zhao,L., Sun,Y., Wang,F.	
KC297258	KC297258.1	KC297258	2010-XX-XX	Asia	China			Homo sapiens	2013-10-02		Cui et al		Cui,G., Zhu,R., Qian,Y., Deng,J., Zhao,L., Sun,Y., Wang,F.	
KC297318	KC297318.1	KC297318	2010-XX-XX	Asia	China			Homo sapiens	2013-10-02		Cui et al		Cui,G., Zhu,R., Qian,Y., Deng,J., Zhao,L., Sun,Y., Wang,F.	
KU955223	KU955223.1	KU955223	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU955224	KU955224.1	KU955224	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU955225	KU955225.1	KU955225	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU955226	KU955226.1	KU955226	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU955227	KU955227.1	KU955227	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU955228	KU955228.1	KU955228	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU955229	KU955229.1	KU955229	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU955230	KU955230.1	KU955230	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU955231	KU955231.1	KU955231	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU955232	KU955232.1	KU955232	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU955233	KU955233.1	KU955233	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU955234	KU955234.1	KU955234	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU955235	KU955235.1	KU955235	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU955236	KU955236.1	KU955236	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU955237	KU955237.1	KU955237	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU955238	KU955238.1	KU955238	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU955239	KU955239.1	KU955239	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU955240	KU955240.1	KU955240	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU955241	KU955241.1	KU955241	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU955242	KU955242.1	KU955242	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU955243	KU955243.1	KU955243	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU955244	KU955244.1	KU955244	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU955245	KU955245.1	KU955245	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU955246	KU955246.1	KU955246	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU955247	KU955247.1	KU955247	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU955248	KU955248.1	KU955248	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU955249	KU955249.1	KU955249	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU955250	KU955250.1	KU955250	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU955251	KU955251.1	KU955251	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU955252	KU955252.1	KU955252	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU955253	KU955253.1	KU955253	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU955254	KU955254.1	KU955254	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU955255	KU955255.1	KU955255	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU955256	KU955256.1	KU955256	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU955257	KU955257.1	KU955257	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU955259	KU955259.1	KU955259	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU955260	KU955260.1	KU955260	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU955261	KU955261.1	KU955261	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU962544	KU962544.1	KU962544	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU962545	KU962545.1	KU962545	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU962546	KU962546.1	KU962546	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU962547	KU962547.1	KU962547	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU962548	KU962548.1	KU962548	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU962549	KU962549.1	KU962549	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU962550	KU962550.1	KU962550	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU962557	KU962557.1	KU962557	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU962560	KU962560.1	KU962560	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU962561	KU962561.1	KU962561	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU962562	KU962562.1	KU962562	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU962564	KU962564.1	KU962564	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU962565	KU962565.1	KU962565	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU962566	KU962566.1	KU962566	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU962567	KU962567.1	KU962567	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU962568	KU962568.1	KU962568	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU962569	KU962569.1	KU962569	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU962570	KU962570.1	KU962570	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU962571	KU962571.1	KU962571	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU962572	KU962572.1	KU962572	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU962880	KU962880.1	KU962880	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU962881	KU962881.1	KU962881	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KU962882	KU962882.1	KU962882	2010-XX-XX	Asia	China			Homo sapiens	2019-03-31		Jia et al		Jia,B., Xiao,Y., Wang,Y., Chen,L., Zhang,J., Ren,L., Wang,J.	
KX533723	KX533723.1	KX533723	2010-XX-XX	Asia	China			Homo sapiens	2017-09-28		Song et al		Song,J., Zhang,Y., Wang,H., Shi,J., Sun,L., Zhang,X., Yang,Z., Guan,W., Zhang,H., Yu,P., Xie,Z., Cui,A., Ng,T.I., Xu,W.	
KX533747	KX533747.1	KX533747	2010-XX-XX	Asia	China			Homo sapiens	2017-09-28		Song et al		Song,J., Zhang,Y., Wang,H., Shi,J., Sun,L., Zhang,X., Yang,Z., Guan,W., Zhang,H., Yu,P., Xie,Z., Cui,A., Ng,T.I., Xu,W.	
KX533748	KX533748.1	KX533748	2010-XX-XX	Asia	China			Homo sapiens	2017-09-28		Song et al		Song,J., Zhang,Y., Wang,H., Shi,J., Sun,L., Zhang,X., Yang,Z., Guan,W., Zhang,H., Yu,P., Xie,Z., Cui,A., Ng,T.I., Xu,W.	
KX533749	KX533749.1	KX533749	2010-XX-XX	Asia	China			Homo sapiens	2017-09-28		Song et al		Song,J., Zhang,Y., Wang,H., Shi,J., Sun,L., Zhang,X., Yang,Z., Guan,W., Zhang,H., Yu,P., Xie,Z., Cui,A., Ng,T.I., Xu,W.	
KX533872	KX533872.1	KX533872	2010-XX-XX	Asia	China			Homo sapiens	2017-09-28		Song et al		Song,J., Zhang,Y., Wang,H., Shi,J., Sun,L., Zhang,X., Yang,Z., Guan,W., Zhang,H., Yu,P., Xie,Z., Cui,A., Ng,T.I., Xu,W.	
MF496399	MF496399.1	R99-80	2010-XX-XX	Asia	Taiwan			Homo sapiens	2017-08-30		Chi et al		Chi,H., Hsiao,K.-L., Weng,L.-C., Chiu,N.-C., Huang,L.-M., Chiu,Y.-Y., Liu,C.-P., Liu,H.-F.	
MF496400	MF496400.1	R99-57	2010-XX-XX	Asia	Taiwan			Homo sapiens	2017-08-30		Chi et al		Chi,H., Hsiao,K.-L., Weng,L.-C., Chiu,N.-C., Huang,L.-M., Chiu,Y.-Y., Liu,C.-P., Liu,H.-F.	
MF496401	MF496401.1	R99-52	2010-XX-XX	Asia	Taiwan			Homo sapiens	2017-08-30		Chi et al		Chi,H., Hsiao,K.-L., Weng,L.-C., Chiu,N.-C., Huang,L.-M., Chiu,Y.-Y., Liu,C.-P., Liu,H.-F.	
MF496402	MF496402.1	R99-51	2010-XX-XX	Asia	Taiwan			Homo sapiens	2017-08-30		Chi et al		Chi,H., Hsiao,K.-L., Weng,L.-C., Chiu,N.-C., Huang,L.-M., Chiu,Y.-Y., Liu,C.-P., Liu,H.-F.	
MF496403	MF496403.1	R99-49	2010-XX-XX	Asia	Taiwan			Homo sapiens	2017-08-30		Chi et al		Chi,H., Hsiao,K.-L., Weng,L.-C., Chiu,N.-C., Huang,L.-M., Chiu,Y.-Y., Liu,C.-P., Liu,H.-F.	
MF496404	MF496404.1	R99-47	2010-XX-XX	Asia	Taiwan			Homo sapiens	2017-08-30		Chi et al		Chi,H., Hsiao,K.-L., Weng,L.-C., Chiu,N.-C., Huang,L.-M., Chiu,Y.-Y., Liu,C.-P., Liu,H.-F.	
MF496405	MF496405.1	R99-44	2010-XX-XX	Asia	Taiwan			Homo sapiens	2017-08-30		Chi et al		Chi,H., Hsiao,K.-L., Weng,L.-C., Chiu,N.-C., Huang,L.-M., Chiu,Y.-Y., Liu,C.-P., Liu,H.-F.	
MF496406	MF496406.1	R99-37	2010-XX-XX	Asia	Taiwan			Homo sapiens	2017-08-30		Chi et al		Chi,H., Hsiao,K.-L., Weng,L.-C., Chiu,N.-C., Huang,L.-M., Chiu,Y.-Y., Liu,C.-P., Liu,H.-F.	
MF496407	MF496407.1	R99-32	2010-XX-XX	Asia	Taiwan			Homo sapiens	2017-08-30		Chi et al		Chi,H., Hsiao,K.-L., Weng,L.-C., Chiu,N.-C., Huang,L.-M., Chiu,Y.-Y., Liu,C.-P., Liu,H.-F.	
MF496408	MF496408.1	R99-30	2010-XX-XX	Asia	Taiwan			Homo sapiens	2017-08-30		Chi et al		Chi,H., Hsiao,K.-L., Weng,L.-C., Chiu,N.-C., Huang,L.-M., Chiu,Y.-Y., Liu,C.-P., Liu,H.-F.	
MF496409	MF496409.1	R99-25	2010-XX-XX	Asia	Taiwan			Homo sapiens	2017-08-30		Chi et al		Chi,H., Hsiao,K.-L., Weng,L.-C., Chiu,N.-C., Huang,L.-M., Chiu,Y.-Y., Liu,C.-P., Liu,H.-F.	
MF496410	MF496410.1	R99-24	2010-XX-XX	Asia	Taiwan			Homo sapiens	2017-08-30		Chi et al		Chi,H., Hsiao,K.-L., Weng,L.-C., Chiu,N.-C., Huang,L.-M., Chiu,Y.-Y., Liu,C.-P., Liu,H.-F.	
MF496411	MF496411.1	R99-22	2010-XX-XX	Asia	Taiwan			Homo sapiens	2017-08-30		Chi et al		Chi,H., Hsiao,K.-L., Weng,L.-C., Chiu,N.-C., Huang,L.-M., Chiu,Y.-Y., Liu,C.-P., Liu,H.-F.	
MF496412	MF496412.1	R99-21	2010-XX-XX	Asia	Taiwan			Homo sapiens	2017-08-30		Chi et al		Chi,H., Hsiao,K.-L., Weng,L.-C., Chiu,N.-C., Huang,L.-M., Chiu,Y.-Y., Liu,C.-P., Liu,H.-F.	
MF496413	MF496413.1	R99-19	2010-XX-XX	Asia	Taiwan			Homo sapiens	2017-08-30		Chi et al		Chi,H., Hsiao,K.-L., Weng,L.-C., Chiu,N.-C., Huang,L.-M., Chiu,Y.-Y., Liu,C.-P., Liu,H.-F.	
MF496414	MF496414.1	R99-16	2010-XX-XX	Asia	Taiwan			Homo sapiens	2017-08-30		Chi et al		Chi,H., Hsiao,K.-L., Weng,L.-C., Chiu,N.-C., Huang,L.-M., Chiu,Y.-Y., Liu,C.-P., Liu,H.-F.	
MF496415	MF496415.1	R99-14	2010-XX-XX	Asia	Taiwan			Homo sapiens	2017-08-30		Chi et al		Chi,H., Hsiao,K.-L., Weng,L.-C., Chiu,N.-C., Huang,L.-M., Chiu,Y.-Y., Liu,C.-P., Liu,H.-F.	
MF496416	MF496416.1	R99-09	2010-XX-XX	Asia	Taiwan			Homo sapiens	2017-08-30		Chi et al		Chi,H., Hsiao,K.-L., Weng,L.-C., Chiu,N.-C., Huang,L.-M., Chiu,Y.-Y., Liu,C.-P., Liu,H.-F.	
MF496417	MF496417.1	R99-08	2010-XX-XX	Asia	Taiwan			Homo sapiens	2017-08-30		Chi et al		Chi,H., Hsiao,K.-L., Weng,L.-C., Chiu,N.-C., Huang,L.-M., Chiu,Y.-Y., Liu,C.-P., Liu,H.-F.	
MG930125	MG930125.1	MG930125	2010-XX-XX	Europe	Germany	Wuerzburg		Homo sapiens	2018-03-19		Prifert et al		Prifert,C., Streng,A., Schultz,J., Liese,J.G., Weissbrich,B., Hofmann,D.	
MG930126	MG930126.1	MG930126	2010-XX-XX	Europe	Germany	Wuerzburg		Homo sapiens	2018-03-19		Prifert et al		Prifert,C., Streng,A., Schultz,J., Liese,J.G., Weissbrich,B., Hofmann,D.	
MG930127	MG930127.1	MG930127	2010-XX-XX	Europe	Germany	Wuerzburg		Homo sapiens	2018-03-19		Prifert et al		Prifert,C., Streng,A., Schultz,J., Liese,J.G., Weissbrich,B., Hofmann,D.	
MG930128	MG930128.1	MG930128	2010-XX-XX	Europe	Germany	Wuerzburg		Homo sapiens	2018-03-19		Prifert et al		Prifert,C., Streng,A., Schultz,J., Liese,J.G., Weissbrich,B., Hofmann,D.	
MG930129	MG930129.1	MG930129	2010-XX-XX	Europe	Germany	Wuerzburg		Homo sapiens	2018-03-19		Prifert et al		Prifert,C., Streng,A., Schultz,J., Liese,J.G., Weissbrich,B., Hofmann,D.	
MG930130	MG930130.1	MG930130	2010-XX-XX	Europe	Germany	Wuerzburg		Homo sapiens	2018-03-19		Prifert et al		Prifert,C., Streng,A., Schultz,J., Liese,J.G., Weissbrich,B., Hofmann,D.	
MG930131	MG930131.1	MG930131	2010-XX-XX	Europe	Germany	Wuerzburg		Homo sapiens	2018-03-19		Prifert et al		Prifert,C., Streng,A., Schultz,J., Liese,J.G., Weissbrich,B., Hofmann,D.	
MG930132	MG930132.1	MG930132	2010-XX-XX	Europe	Germany	Wuerzburg		Homo sapiens	2018-03-19		Prifert et al		Prifert,C., Streng,A., Schultz,J., Liese,J.G., Weissbrich,B., Hofmann,D.	
MG930143	MG930143.1	MG930143	2010-XX-XX	Europe	Germany	Wuerzburg		Homo sapiens	2018-03-19		Prifert et al		Prifert,C., Streng,A., Schultz,J., Liese,J.G., Weissbrich,B., Hofmann,D.	
MG930144	MG930144.1	MG930144	2010-XX-XX	Europe	Germany	Wuerzburg		Homo sapiens	2018-03-19		Prifert et al		Prifert,C., Streng,A., Schultz,J., Liese,J.G., Weissbrich,B., Hofmann,D.	
