	accession	genbank_accession_rev	strain	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	reverse	authors	institution
91	KJ627675	KJ627675.1	RSV-A/US/BID-V8415/2001	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
92	KJ627676	KJ627676.1	RSV-A/US/BID-V8419/2001	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
93	KJ627677	KJ627677.1	RSV-A/US/BID-V8420/2001	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
94	KJ627678	KJ627678.1	RSV-A/US/BID-V8422/2001	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
95	KJ627679	KJ627679.1	RSV-A/US/BID-V8423/2001	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
96	KJ627680	KJ627680.1	RSV-A/US/BID-V8424/2001	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
97	KJ627681	KJ627681.1	RSV-A/US/BID-V8425/2001	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
98	KJ627682	KJ627682.1	RSV-A/US/BID-V8432/2001	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
99	KJ627683	KJ627683.1	RSV-A/US/BID-V8433/2001	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
100	KJ627684	KJ627684.1	RSV-A/US/BID-V8434/2001	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
101	KJ627685	KJ627685.1	RSV-A/US/BID-V8435/2001	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
102	KJ627686	KJ627686.1	RSV-A/US/BID-V8436/2001	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
103	KJ627687	KJ627687.1	RSV-A/US/BID-V8437/2001	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
104	KJ627688	KJ627688.1	RSV-A/US/BID-V8453/2001	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
105	KJ627689	KJ627689.1	RSV-A/US/BID-V8454/2001	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
106	KJ627690	KJ627690.1	RSV-A/US/BID-V8456/2001	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
107	KJ627691	KJ627691.1	RSV-A/US/BID-V8459/2001	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
108	KJ627692	KJ627692.1	RSV-A/US/BID-V8460/2001	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
109	KJ627693	KJ627693.1	RSV-A/US/BID-V8466/2001	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
110	KJ627694	KJ627694.1	RSV-A/US/BID-V8467/2001	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
111	KJ627695	KJ627695.1	RSV-A/US/BID-V8469/2001	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
112	KJ627696	KJ627696.1	RSV-A/US/BID-V8471/2001	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
113	KJ627697	KJ627697.1	RSV-A/US/BID-V8472/2001	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
114	KJ627698	KJ627698.1	RSV-A/US/BID-V8473/2001	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
115	KJ627699	KJ627699.1	RSV-A/US/BID-V8474/2001	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
116	KJ627700	KJ627700.1	RSV-A/US/BID-V8476/2001	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
117	KJ627701	KJ627701.1	RSV-A/US/BID-V8477/2001	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
118	KJ627702	KJ627702.1	RSV-A/US/BID-V8481/2001	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
119	KJ627703	KJ627703.1	RSV-A/US/BID-V8482/2001	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
120	KJ627704	KJ627704.1	RSV-A/US/BID-V8483/2001	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
121	KJ627705	KJ627705.1	RSV-A/US/BID-V8484/2001	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
122	KJ627706	KJ627706.1	RSV-A/US/BID-V8485/2001	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
123	KJ627707	KJ627707.1	RSV-A/US/BID-V8486/2001	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
124	KJ627708	KJ627708.1	RSV-A/US/BID-V8490/2001	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
125	KJ627709	KJ627709.1	RSV-A/US/BID-V8491/2001	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
126	KJ627710	KJ627710.1	RSV-A/US/BID-V8493/2001	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
127	KJ627711	KJ627711.1	RSV-A/US/BID-V8494/2001	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
128	KJ627712	KJ627712.1	RSV-A/US/BID-V8499/2001	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
129	KJ627713	KJ627713.1	RSV-A/US/BID-V8500/2001	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
130	KJ627717	KJ627717.1	RSV-A/US/BID-V8509/2003	2001-XX-XX	North America	USA	Tennessee		Homo sapiens	2014-04-16		Newman et al		Newman,R.M., Zody,M.C., DeVincenzo,J.P., Grad,Y., Lipsitch,M., Murphy,R., Fitzgerald,M., Young,S., Gargeya,S., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Piper,M.E., McCowan,C., Ireland,A., Levin,J., Malboeuf,C., Qu,J., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.	
131	MF372397	MF372397.1	Caldas/2001/2978	2001-XX-XX	South America	Colombia			Homo sapiens	2017-10-25		Avila et al		Avila,V., Calvo,E.P., Barbosa,J., Velandia-Romero,M.L., Castellanos,J.E.	
132	MF372401	MF372401.1	Bogota/2001/2960	2001-XX-XX	South America	Colombia			Homo sapiens	2017-10-25		Avila et al		Avila,V., Calvo,E.P., Barbosa,J., Velandia-Romero,M.L., Castellanos,J.E.	
133	MF496468	MF496468.1	R90-165	2001-XX-XX	Asia	Taiwan			Homo sapiens	2017-08-30		Chi et al		Chi,H., Hsiao,K.-L., Weng,L.-C., Chiu,N.-C., Huang,L.-M., Chiu,Y.-Y., Liu,C.-P., Liu,H.-F.	
134	MF496469	MF496469.1	R90-164	2001-XX-XX	Asia	Taiwan			Homo sapiens	2017-08-30		Chi et al		Chi,H., Hsiao,K.-L., Weng,L.-C., Chiu,N.-C., Huang,L.-M., Chiu,Y.-Y., Liu,C.-P., Liu,H.-F.	
135	MF496470	MF496470.1	R90-161	2001-XX-XX	Asia	Taiwan			Homo sapiens	2017-08-30		Chi et al		Chi,H., Hsiao,K.-L., Weng,L.-C., Chiu,N.-C., Huang,L.-M., Chiu,Y.-Y., Liu,C.-P., Liu,H.-F.	
136	KT765782	KT765782.1	KEN/Kilifi/505_09/01/2001	2001-01-09	Africa	Kenya			Homo sapiens	2016-02-27		Otieno et al		Otieno,J.R., Agoti,C.N., Gitahi,C.W., Bett,A., Ngama,M., Medley,G.F., Cane,P.A., Nokes,D.J., Nokes,J.D.	
137	KT765783	KT765783.1	KEN/Kilifi/506_09/01/2001	2001-01-09	Africa	Kenya			Homo sapiens	2016-02-27		Otieno et al		Otieno,J.R., Agoti,C.N., Gitahi,C.W., Bett,A., Ngama,M., Medley,G.F., Cane,P.A., Nokes,D.J., Nokes,J.D.	
138	KT765784	KT765784.1	KEN/Kilifi/508_11/01/2001	2001-01-11	Africa	Kenya			Homo sapiens	2016-02-27		Otieno et al		Otieno,J.R., Agoti,C.N., Gitahi,C.W., Bett,A., Ngama,M., Medley,G.F., Cane,P.A., Nokes,D.J., Nokes,J.D.	
139	KT765808	KT765808.1	KEN/Kilifi/507_11/01/2001	2001-01-11	Africa	Kenya			Homo sapiens	2016-02-27		Otieno et al		Otieno,J.R., Agoti,C.N., Gitahi,C.W., Bett,A., Ngama,M., Medley,G.F., Cane,P.A., Nokes,D.J., Nokes,J.D.	
140	KT765785	KT765785.1	KEN/Kilifi/509_17/01/2001	2001-01-17	Africa	Kenya			Homo sapiens	2016-02-27		Otieno et al		Otieno,J.R., Agoti,C.N., Gitahi,C.W., Bett,A., Ngama,M., Medley,G.F., Cane,P.A., Nokes,D.J., Nokes,J.D.	
141	KT765802	KT765802.1	KEN/Kilifi/510_17/01/2001	2001-01-17	Africa	Kenya			Homo sapiens	2016-02-27		Otieno et al		Otieno,J.R., Agoti,C.N., Gitahi,C.W., Bett,A., Ngama,M., Medley,G.F., Cane,P.A., Nokes,D.J., Nokes,J.D.	
142	MK182708	MK182708.1	MK182708	2001-01-31	Asia	Saudi Arabia			Homo sapiens	2019-06-29		Al Aboud et al		Al Aboud,D., Al Aboud,N.M., Al-Malky,M.I.R., Abdel-Moneim,A.S., Al Aboud,D.M.	
143	KT765803	KT765803.1	KEN/Kilifi/511_02/02/2001	2001-02-02	Africa	Kenya			Homo sapiens	2016-02-27		Otieno et al		Otieno,J.R., Agoti,C.N., Gitahi,C.W., Bett,A., Ngama,M., Medley,G.F., Cane,P.A., Nokes,D.J., Nokes,J.D.	
144	JN968334	JN968334.1	V01-2203685	2001-02-12	Asia	Hong Kong			Homo sapiens	2012-01-10		Mak et al		Mak,G.C., Lau,C.S., Chiu,D.M.Y., Lim,W.	
145	KT765786	KT765786.1	KEN/Kilifi/513_15/02/2001	2001-02-15	Africa	Kenya			Homo sapiens	2016-02-27		Otieno et al		Otieno,J.R., Agoti,C.N., Gitahi,C.W., Bett,A., Ngama,M., Medley,G.F., Cane,P.A., Nokes,D.J., Nokes,J.D.	
146	KT765832	KT765832.1	KEN/Kilifi/512_15/02/2001	2001-02-15	Africa	Kenya			Homo sapiens	2016-02-27		Otieno et al		Otieno,J.R., Agoti,C.N., Gitahi,C.W., Bett,A., Ngama,M., Medley,G.F., Cane,P.A., Nokes,D.J., Nokes,J.D.	
147	KT765787	KT765787.1	KEN/Kilifi/514_12/03/2001	2001-03-12	Africa	Kenya			Homo sapiens	2016-02-27		Otieno et al		Otieno,J.R., Agoti,C.N., Gitahi,C.W., Bett,A., Ngama,M., Medley,G.F., Cane,P.A., Nokes,D.J., Nokes,J.D.	
148	KT765788	KT765788.1	KEN/Kilifi/515_22/03/2001	2001-03-22	Africa	Kenya			Homo sapiens	2016-02-27		Otieno et al		Otieno,J.R., Agoti,C.N., Gitahi,C.W., Bett,A., Ngama,M., Medley,G.F., Cane,P.A., Nokes,D.J., Nokes,J.D.	
149	JN968335	JN968335.1	V01-2209978	2001-04-18	Asia	Hong Kong			Homo sapiens	2012-01-10		Mak et al		Mak,G.C., Lau,C.S., Chiu,D.M.Y., Lim,W.	
150	MW455133	MW455133.1	ZS2018RSV05	2001-05-16	Asia	China	Zhongshan City		Homo sapiens	2021-07-22		Lin et al		Lin,J., Wu,Y., Shi,W., Yang,S., Xie,Y.	
151	KT765789	KT765789.1	KEN/Kilifi/516_29/05/2001	2001-05-29	Africa	Kenya			Homo sapiens	2016-02-27		Otieno et al		Otieno,J.R., Agoti,C.N., Gitahi,C.W., Bett,A., Ngama,M., Medley,G.F., Cane,P.A., Nokes,D.J., Nokes,J.D.	
152	KT765672	KT765672.1	KEN/Kilifi/518_10/07/2001	2001-07-10	Africa	Kenya			Homo sapiens	2016-02-27		Otieno et al		Otieno,J.R., Agoti,C.N., Gitahi,C.W., Bett,A., Ngama,M., Medley,G.F., Cane,P.A., Nokes,D.J., Nokes,J.D.	
153	JN968336	JN968336.1	V01-2222398	2001-08-18	Asia	Hong Kong			Homo sapiens	2012-01-10		Mak et al		Mak,G.C., Lau,C.S., Chiu,D.M.Y., Lim,W.	
154	KT765810	KT765810.1	KEN/Kilifi/519_22/12/2001	2001-12-22	Africa	Kenya			Homo sapiens	2016-02-27		Otieno et al		Otieno,J.R., Agoti,C.N., Gitahi,C.W., Bett,A., Ngama,M., Medley,G.F., Cane,P.A., Nokes,D.J., Nokes,J.D.	
